hhea,hhid_ranker,hhid_ranked,rank
"023","023023","023260",5
"023","023023","023886",6
"023","023074","023617",1
"023","023074","023260",2
"023","023074","023759",3
"023","023074","023195",4
"023","023074","023886",5
"023","023074","023023",6
"023","023195","023759",1
"023","023195","023617",2
"023","023195","023779",3
"023","023195","023640",4
"023","023195","023260",5
"023","023195","023886",6
"023","023195","023074",7
"023","023195","023023",8
"023","023260","023759",1
"023","023260","023617",2
"023","023260","023640",3
"023","023260","023074",4
"023","023260","023195",5
"023","023260","023779",6
"023","023260","023886",7
"023","023260","023023",8
"023","023617","023759",1
"023","023617","023779",2
"023","023617","023260",3
"023","023617","023195",4
"023","023617","023074",5
"023","023617","023640",6
"023","023617","023886",7
"023","023617","023023",8
"023","023640","023759",1
"023","023640","023074",2
"023","023640","023779",3
"023","023640","023260",4
"023","023640","023195",5
"023","023640","023886",6
"023","023640","023617",7
"023","023640","023023",8
"023","023759","023074",1
"023","023759","023617",2
"023","023759","023260",3
"023","023759","023195",4
"023","023759","023023",5
"023","023759","023886",6
"023","023886","023759",1
"023","023886","023195",2
"023","023886","023074",3
"023","023886","023779",4
"023","023886","023640",5
"023","023886","023617",6
"023","023886","023260",7
"023","023886","023023",8
"024","024040","024067",1
"024","024040","024464",2
"024","024040","024370",3
"024","024040","024853",4
"024","024040","024735",5
"024","024040","024967",6
"024","024040","024649",7
"024","024040","024228",8
"024","024067","024464",1
"024","024067","024228",2
"024","024067","024649",3
"024","024067","024853",4
"024","024067","024735",5
"024","024067","024967",6
"024","024067","024123",7
"024","024067","024370",8
"024","024228","024067",1
"024","024228","024853",2
"024","024228","024649",3
"024","024228","024967",4
"024","024228","024464",5
"024","024228","024735",6
"024","024228","024123",7
"024","024228","024370",8
"024","024370","024067",1
"024","024370","024853",2
"024","024370","024464",3
"024","024370","024735",4
"024","024370","024967",5
"024","024370","024123",6
"024","024370","024649",7
"024","024370","024228",8
"024","024464","024735",1
"024","024464","024067",2
"024","024464","024853",3
"024","024464","024649",4
"024","024464","024967",5
"024","024464","024228",6
"024","024464","024370",7
"024","024464","024123",8
"024","024735","024967",1
"024","024735","024853",2
"024","024735","024067",3
"024","024735","024649",4
"024","024735","024123",5
"024","024735","024464",6
"024","024735","024228",7
"024","024735","024370",8
"024","024853","024967",1
"024","024853","024464",2
"024","024853","024123",3
"024","024853","024370",4
"024","024853","024649",5
"024","024853","024735",6
"024","024853","024067",7
"024","024853","024228",8
"024","024967","024067",1
"024","024967","024853",2
"024","024967","024649",3
"024","024967","024464",4
"024","024967","024123",5
"024","024967","024228",6
"024","024967","024370",7
"024","024967","024735",8
"025","025100","025173",1
"025","025100","025940",2
"025","025100","025719",3
"025","025100","025882",4
"025","025100","025294",5
"025","025100","025854",6
"025","025100","025709",7
"025","025100","025229",8
"025","025173","025940",1
"025","025173","025882",2
"025","025173","025100",3
"025","025173","025294",4
"025","025173","025854",5
"025","025173","025719",6
"025","025173","025709",7
"025","025173","025229",8
"025","025294","025173",1
"025","025294","025100",2
"025","025294","025940",3
"025","025294","025882",4
"025","025294","025709",5
"025","025294","025719",6
"025","025294","025854",7
"025","025294","025229",8
"025","025709","025173",1
"025","025709","025940",2
"025","025709","025882",3
"025","025709","025100",4
"025","025709","025294",5
"025","025709","025719",6
"025","025709","025854",7
"025","025709","025229",8
"025","025719","025100",1
"025","025719","025940",2
"025","025719","025173",3
"025","025719","025882",4
"025","025719","025294",5
"025","025719","025709",6
"025","025719","025854",7
"025","025719","025229",8
"025","025854","025882",1
"025","025854","025940",2
"025","025854","025100",3
"025","025854","025173",4
"025","025854","025294",5
"025","025854","025709",6
"025","025854","025719",7
"025","025854","025229",8
"025","025882","025940",1
"025","025882","025173",2
"025","025882","025719",3
"025","025882","025100",4
"025","025882","025709",5
"025","025882","025294",6
"025","025882","025854",7
"025","025882","025229",8
"025","025940","025719",1
"025","025940","025854",2
"025","025940","025882",3
"025","025940","025173",4
"025","025940","025294",5
"025","025940","025709",6
"025","025940","025229",7
"026","026046","026409",1
"026","026046","026356",2
"026","026046","026341",3
"026","026046","026434",4
"026","026046","026461",5
"026","026046","026282",6
"026","026046","026047",7
"026","026046","026835",8
"026","026047","026341",1
"026","026047","026434",2
"026","026047","026282",3
"026","026047","026409",4
"026","026047","026356",5
"026","026047","026461",6
"026","026047","026835",7
"026","026047","026046",8
"026","026158","026282",1
"026","026158","026409",2
"026","026158","026434",3
"026","026158","026461",4
"026","026158","026047",5
"026","026158","026356",6
"026","026158","026835",7
"026","026158","026046",8
"026","026282","026341",1
"026","026282","026434",2
"026","026282","026409",3
"026","026282","026461",4
"026","026282","026356",5
"026","026282","026047",6
"026","026282","026046",7
"026","026282","026835",8
"026","026356","026409",1
"026","026356","026282",2
"026","026356","026434",3
"026","026356","026341",4
"026","026356","026047",5
"026","026356","026835",6
"026","026356","026461",7
"026","026356","026046",8
"026","026409","026341",1
"026","026409","026434",2
"026","026409","026461",3
"026","026409","026356",4
"026","026409","026282",5
"026","026409","026047",6
"026","026409","026835",7
"026","026409","026046",8
"026","026461","026282",1
"026","026461","026409",2
"026","026461","026341",3
"026","026461","026434",4
"026","026461","026356",5
"026","026461","026047",6
"026","026461","026835",7
"026","026461","026046",8
"026","026835","026341",1
"026","026835","026282",2
"026","026835","026409",3
"026","026835","026434",4
"026","026835","026356",5
"026","026835","026461",6
"026","026835","026047",7
"026","026835","026046",8
"027","027053","027740",1
"027","027053","027592",2
"027","027053","027215",3
"027","027053","027491",4
"027","027053","027388",5
"027","027053","027774",6
"027","027053","027985",7
"027","027215","027053",1
"027","027215","027592",2
"027","027215","027740",3
"027","027215","027491",4
"027","027215","027388",5
"027","027215","027774",6
"027","027215","027985",7
"027","027240","027053",1
"027","027240","027740",2
"027","027240","027491",3
"027","027240","027215",4
"027","027240","027985",5
"027","027240","027388",6
"027","027240","027774",7
"027","027388","027053",1
"027","027388","027592",2
"027","027388","027215",3
"027","027388","027491",4
"027","027388","027740",5
"027","027388","027774",6
"027","027388","027985",7
"027","027491","027592",1
"027","027491","027053",2
"027","027491","027215",3
"027","027491","027740",4
"027","027491","027388",5
"027","027491","027985",6
"027","027491","027774",7
"027","027592","027053",1
"027","027592","027215",2
"027","027592","027774",3
"027","027592","027740",4
"027","027592","027491",5
"027","027592","027388",6
"027","027592","027985",7
"027","027774","027053",1
"027","027774","027592",2
"027","027774","027491",3
"027","027774","027740",4
"027","027774","027215",5
"027","027774","027388",6
"027","027774","027985",7
"027","027951","027053",1
"027","027951","027592",2
"027","027951","027215",3
"027","027951","027740",4
"027","027951","027491",5
"027","027951","027388",6
"027","027951","027774",7
"028","028200","028398",1
"028","028200","028392",2
"028","028200","028539",3
"028","028200","028407",4
"028","028200","028717",5
"028","028200","028873",6
"028","028200","028563",7
"028","028398","028539",1
"028","028398","028407",2
"028","028398","028873",3
"028","028398","028392",4
"028","028398","028717",5
"028","028398","028719",6
"028","028398","028563",7
"028","028398","028200",8
"028","028407","028398",1
"028","028407","028539",2
"028","028407","028873",3
"028","028407","028392",4
"028","028407","028717",5
"028","028407","028563",6
"028","028407","028719",7
"028","028407","028200",8
"028","028539","028398",1
"028","028539","028392",2
"028","028539","028407",3
"028","028539","028719",4
"028","028539","028717",5
"028","028539","028873",6
"028","028539","028200",7
"028","028539","028563",8
"028","028563","028398",1
"028","028563","028873",2
"028","028563","028539",3
"028","028563","028407",4
"028","028563","028392",5
"028","028563","028717",6
"028","028563","028719",7
"028","028563","028200",8
"028","028717","028392",1
"028","028717","028398",2
"028","028717","028539",3
"028","028717","028407",4
"028","028717","028873",5
"028","028717","028719",6
"028","028717","028200",7
"028","028717","028563",8
"028","028719","028407",1
"028","028719","028717",2
"028","028719","028398",3
"028","028719","028392",4
"028","028719","028539",5
"028","028719","028873",6
"028","028719","028200",7
"028","028719","028563",8
"028","028873","028392",1
"028","028873","028398",2
"028","028873","028407",3
"028","028873","028539",4
"028","028873","028717",5
"028","028873","028719",6
"028","028873","028200",7
"028","028873","028563",8
"029","029218","029418",1
"029","029218","029814",2
"029","029218","029673",3
"029","029218","029961",4
"029","029218","029836",5
"029","029218","029399",6
"029","029218","029455",7
"029","029218","029379",8
"029","029379","029218",1
"029","029379","029814",2
"029","029379","029673",3
"029","029379","029399",4
"029","029379","029961",5
"029","029379","029455",6
"029","029455","029418",1
"029","029455","029673",2
"029","029455","029814",3
"029","029455","029218",4
"029","029455","029399",5
"029","029455","029836",6
"029","029455","029961",7
"029","029455","029379",8
"029","029673","029418",1
"029","029673","029399",2
"029","029673","029814",3
"029","029673","029218",4
"029","029673","029961",5
"029","029673","029379",6
"029","029673","029455",7
"029","029814","029418",1
"029","029814","029961",2
"029","029814","029218",3
"029","029814","029673",4
"029","029814","029399",5
"029","029814","029379",6
"029","029814","029836",7
"029","029814","029455",8
"029","029836","029673",1
"029","029836","029218",2
"029","029836","029814",3
"029","029836","029961",4
"029","029836","029418",5
"029","029836","029455",6
"029","029836","029379",7
"029","029961","029418",1
"029","029961","029814",2
"029","029961","029399",3
"029","029961","029218",4
"029","029961","029673",5
"029","029961","029836",6
"029","029961","029379",7
"029","029961","029455",8
"029","029972","029218",1
"029","029972","029673",2
"029","029972","029418",3
"029","029972","029961",4
"029","029972","029455",5
"029","029972","029379",6
"030","030038","030069",1
"030","030038","030897",2
"030","030038","030303",3
"030","030038","030783",4
"030","030038","030381",5
"030","030038","030406",6
"030","030038","030903",7
"030","030038","030463",8
"030","030069","030783",1
"030","030069","030463",2
"030","030069","030897",3
"030","030069","030903",4
"030","030069","030406",5
"030","030069","030381",6
"030","030069","030038",7
"030","030069","030303",8
"030","030303","030069",1
"030","030303","030038",2
"030","030303","030897",3
"030","030303","030406",4
"030","030303","030783",5
"030","030303","030903",6
"030","030303","030463",7
"030","030303","030381",8
"030","030381","030069",1
"030","030381","030897",2
"030","030381","030903",3
"030","030381","030038",4
"030","030381","030783",5
"030","030381","030406",6
"030","030381","030463",7
"030","030381","030303",8
"030","030406","030069",1
"030","030406","030897",2
"030","030406","030038",3
"030","030406","030303",4
"030","030406","030903",5
"030","030406","030783",6
